ID,STATUT,cityCode,INSEE_ARR,INSEE_DEP,INSEE_REG,CODE_EPCI,NOM_COM_M,POPULATION,TYPE,cityName,latitude,longitude,radius
COMMUNE__FRC000009753846,Commune simple,19016,2,19,75,241927201,BAR,308,COM,Bar,1.815378,45.342924,
COMMUNE__FRC000009753378,Commune simple,19128,3,19,75,200066744,MARGERIDES,305,COM,Margerides,2.415522,45.455839,
COMMUNE__FRC000009754308,Commune simple,19239,1,19,75,200043172,SAINT ROBERT,301,COM,Saint-Robert,1.295638,45.25404,
COMMUNE__FRC000009753385,Commune simple,19263,3,19,75,241900133,SOUDEILLES,301,COM,Soudeilles,2.063274,45.445254,
COMMUNE__FRC000009753621,Commune simple,19240,2,19,75,241927201,SAINT SALVADOUR,300,COM,Saint-Salvadour,1.766337,45.391349,
COMMUNE__FRC000009754498,Commune simple,19173,2,19,75,200066751,RILHAC XAINTRIE,300,COM,Rilhac-Xaintrie,2.190112,45.171788,
COMMUNE__FRC000009754936,Commune simple,19115,1,19,75,200066769,LIGNEYRAC,299,COM,Ligneyrac,1.618368,45.0497,
COMMUNE__FRC000009753838,Commune simple,19102,3,19,75,200066744,LAMAZIERE BASSE,299,COM,Lamazière-Basse,2.171205,45.372828,
COMMUNE__FRC000009752605,Commune simple,19141,3,19,75,200066744,MONESTIER MERLINES,299,COM,Monestier-Merlines,2.489701,45.650389,
COMMUNE__FRC000009752886,Commune simple,19233,3,19,75,200066744,SAINT PARDOUX LE VIEUX,297,COM,Saint-Pardoux-le-Vieux,2.27099,45.602481,
COMMUNE__FRC000009753382,Commune simple,19055,3,19,75,200066744,CHIRAC BELLEVUE,294,COM,Chirac-Bellevue,2.307514,45.4524,
COMMUNE__FRC000009753132,Commune simple,19204,3,19,75,200066744,SAINT FREJOUX,291,COM,Saint-Fréjoux,2.378365,45.556289,
COMMUNE__FRC000009754930,Commune simple,19163,1,19,75,200066769,PESCHER,288,COM,Le Pescher,1.759853,45.083084,
COMMUNE__FRC000009755126,Commune simple,19169,1,19,75,200066769,PUY D ARNAC,288,COM,Puy-d'Arnac,1.771646,45.025283,
COMMUNE__FRC000009754511,Commune simple,19084,2,19,75,200066751,FORGES,286,COM,Forgès,1.86459,45.159142,
COMMUNE__FRC000009752357,Commune simple,19241,3,19,75,200066744,SAINT SETIERS,285,COM,Saint-Setiers,2.11788,45.696818,
COMMUNE__FRC000009753845,Commune simple,19155,2,19,75,241927201,ORLIAC DE BAR,283,COM,Orliac-de-Bar,1.804996,45.374825,
COMMUNE__FRC000009755129,Commune simple,19029,1,19,75,200066769,BRANCEILLES,279,COM,Branceilles,1.708461,45.008237,
COMMUNE__FRC000009753618,Commune simple,19251,3,19,75,241900133,SARRAN,275,COM,Sarran,1.931239,45.41193,
COMMUNE__FRC000009753397,Commune simple,19223,1,19,75,200066603,SAINT MARTIN SEPERT,274,COM,Saint-Martin-Sepert,1.481531,45.443478,
COMMUNE__FRC000009754716,Commune simple,19257,1,19,75,200066769,SERILHAC,268,COM,Sérilhac,1.732611,45.098167,
COMMUNE__FRC000009753842,Commune simple,19287,2,19,75,241927201,VITRAC SUR MONTANE,267,COM,Vitrac-sur-Montane,1.93234,45.372881,
COMMUNE__FRC000009755128,Commune simple,19044,1,19,75,200066769,CHAPELLE AUX SAINTS,266,COM,La Chapelle-aux-Saints,1.719232,44.983487,
COMMUNE__FRC000009754520,Commune simple,19003,1,19,75,200066769,ALBIGNAC,254,COM,Albignac,1.677928,45.147282,
COMMUNE__FRC000009753399,Commune simple,19216,1,19,75,200066603,SAINT JULIEN LE VENDOMOIS,249,COM,Saint-Julien-le-Vendômois,1.320516,45.457791,
COMMUNE__FRC000009755340,Commune simple,19116,1,19,75,200066769,LIOURDRES,248,COM,Liourdres,1.808356,44.93753,
COMMUNE__FRC000009755345,Commune simple,19026,1,19,75,200066769,BILHAC,246,COM,Bilhac,1.777233,44.942167,
COMMUNE__FRC000009754924,Commune simple,19271,1,19,75,200066769,TUDEILS,245,COM,Tudeils,1.78422,45.049709,
COMMUNE__FRC000009755116,Commune simple,19133,2,19,75,200066751,MERCOEUR,245,COM,Mercœur,1.953044,45.01165,
COMMUNE__FRC000009753154,Commune simple,19144,1,19,75,200066603,MONTGIBAUD,239,COM,Montgibaud,1.421172,45.50925,
COMMUNE__FRC000009755117,Commune simple,19034,2,19,75,200066751,CAMPS SAINT MATHURIN LEOBAZEL,237,COM,Camps-Saint-Mathurin-Léobazel,1.99458,44.992424,
COMMUNE__FRC000009754314,Commune simple,19120,1,19,75,200043172,LOUIGNAC,236,COM,Louignac,1.270731,45.216792,
COMMUNE__FRC000009754921,Commune simple,19259,2,19,75,200066751,SEXCLES,234,COM,Sexcles,2.017333,45.047182,
COMMUNE__FRC000009754082,Commune simple,19039,3,19,75,241900133,CHAMPAGNAC LA NOAILLE,233,COM,Champagnac-la-Noaille,1.997915,45.306168,
COMMUNE__FRC000009752888,Commune simple,19053,3,19,75,200066744,CHAVEROCHE,233,COM,Chaveroche,2.252292,45.565038,
COMMUNE__FRC000009755341,Commune simple,19012,1,19,75,200066769,ASTAILLAC,232,COM,Astaillac,1.830417,44.951712,
COMMUNE__FRC000009754503,Commune simple,19014,2,19,75,200066751,AURIAC,229,COM,Auriac,2.139361,45.200122,
COMMUNE__FRC000009752883,Commune simple,19199,3,19,75,200066744,SAINT ETIENNE AUX CLOS,229,COM,Saint-Étienne-aux-Clos,2.449494,45.56626,
COMMUNE__FRC000009753152,Commune simple,19022,1,19,75,200066603,BENAYES,228,COM,Benayes,1.468321,45.52321,
COMMUNE__FRC000009752611,Commune simple,19238,3,19,75,200066744,SAINT REMY,227,COM,Saint-Rémy,2.27355,45.653835,
COMMUNE__FRC000009753614,Commune simple,19157,3,19,75,200066744,PALISSE,225,COM,Palisse,2.206873,45.434032,
COMMUNE__FRC000009754107,Commune simple,19253,1,19,75,200043172,SEGONZAC,222,COM,Segonzac,1.262758,45.276955,
COMMUNE__FRC000009754289,Commune simple,19235,2,19,75,241927201,SAINT PAUL,221,COM,Saint-Paul,1.898303,45.206676,
COMMUNE__FRC000009754932,Commune simple,19099,1,19,75,200066769,LAGLEYGEOLLE,220,COM,Lagleygeolle,1.695735,45.084291,
COMMUNE__FRC000009755121,Commune simple,19260,1,19,75,200066769,SIONIAC,220,COM,Sioniac,1.80034,44.977769,
COMMUNE__FRC000009753855,Commune simple,19109,1,19,75,200043172,LASCAUX,218,COM,Lascaux,1.371934,45.340707,
COMMUNE__FRC000009755127,Commune simple,19067,1,19,75,200066769,CUREMONTE,209,COM,Curemonte,1.754716,45.003485,
COMMUNE__FRC000009754927,Commune simple,19054,1,19,75,200066769,CHENAILLER MASCHEIX,208,COM,Chenailler-Mascheix,1.824855,45.060477,
COMMUNE__FRC000009753387,Commune simple,19071,3,19,75,200066744,DAVIGNAC,208,COM,Davignac,2.076228,45.491281,
COMMUNE__FRC000009754510,Commune simple,19186,2,19,75,200066751,SAINT BONNET ELVERT,207,COM,Saint-Bonnet-Elvert,1.915792,45.157879,
COMMUNE__FRC000009754933,Commune simple,19179,1,19,75,200066769,SAILLAC,205,COM,Saillac,1.641379,45.040007,
COMMUNE__FRC000009753137,Commune simple,19008,3,19,75,200066744,AMBRUGEAT,205,COM,Ambrugeat,2.085215,45.532657,
COMMUNE__FRC000009755344,Commune simple,19170,1,19,75,200066769,QUEYSSAC LES VIGNES,203,COM,Queyssac-les-Vignes,1.768014,44.964801,
COMMUNE__FRC000009754922,Commune simple,19045,2,19,75,200066751,CHAPELLE SAINT GERAUD,198,COM,La Chapelle-Saint-Géraud,1.948272,45.049117,
COMMUNE__FRC000009753392,Commune simple,19122,2,19,75,200066645,MADRANGES,193,COM,Madranges,1.79604,45.467233,
COMMUNE__FRC000009753134,Commune simple,19190,3,19,75,200066744,SAINT BONNET PRES BORT,192,COM,Saint-Bonnet-près-Bort,2.426688,45.506914,
COMMUNE__FRC000009754713,Commune simple,19149,2,19,75,200066751,NEUVILLE,189,COM,Neuville,1.844596,45.10966,
COMMUNE__FRC000009755118,Commune simple,19171,2,19,75,200066751,REYGADE,189,COM,Reygade,1.903688,45.019802,
COMMUNE__FRC000009754077,Commune simple,19208,3,19,75,241900133,SAINT HILAIRE FOISSAC,188,COM,Saint-Hilaire-Foissac,2.115019,45.323311,
COMMUNE__FRC000009753377,Commune simple,19247,3,19,75,200066744,SAINT VICTOUR,186,COM,Saint-Victour,2.385717,45.465191,
COMMUNE__FRC000009752893,Commune simple,19160,3,19,75,200066744,PEROLS SUR VEZERE,185,COM,Pérols-sur-Vézère,2.003495,45.575914,
COMMUNE__FRC000009754101,Commune simple,19177,1,19,75,200043172,ROSIERS DE JUILLAC,181,COM,Rosiers-de-Juillac,1.307976,45.287461,
COMMUNE__FRC000009755125,Commune simple,19280,1,19,75,200066769,VEGENNES,181,COM,Végennes,1.750307,44.981808,
COMMUNE__FRC000009754288,Commune simple,19089,2,19,75,241927201,GROS CHASTANG,181,COM,Gros-Chastang,2.003098,45.214749,
COMMUNE__FRC000009754505,Commune simple,19018,2,19,75,200066751,BASSIGNAC LE HAUT,179,COM,Bassignac-le-Haut,2.067099,45.199658,
COMMUNE__FRC000009754931,Commune simple,19126,1,19,75,200066769,MARCILLAC LA CROZE,178,COM,Marcillac-la-Croze,1.737513,45.033268,
COMMUNE__FRC000009754286,Commune simple,19231,2,19,75,241927201,SAINT PARDOUX LA CROISILLE,177,COM,Saint-Pardoux-la-Croisille,1.968945,45.249335,
COMMUNE__FRC000009753144,Commune simple,19262,2,19,75,200066645,SOUDAINE LAVINADIERE,176,COM,Soudaine-Lavinadière,1.726603,45.545477,
COMMUNE__FRC000009754707,Commune simple,19193,2,19,75,200066751,SAINT CIRGUES LA LOUTRE,176,COM,Saint-Cirgues-la-Loutre,2.099739,45.08955,
COMMUNE__FRC000009753630,Commune simple,19254,1,19,75,248700189,SEGUR LE CHATEAU,174,COM,Ségur-le-Château,1.304129,45.427938,
COMMUNE__FRC000009754284,Commune simple,19225,3,19,75,241900133,SAINT MERD DE LAPLEAU,174,COM,Saint-Merd-de-Lapleau,2.096461,45.248358,
COMMUNE__FRC000009754292,Commune simple,19158,2,19,75,241927201,PANDRIGNES,166,COM,Pandrignes,1.859154,45.220975,
COMMUNE__FRC000009752885,Commune simple,19114,3,19,75,200066744,LIGNAREIX,164,COM,Lignareix,2.301454,45.613273,
COMMUNE__FRC000009754512,Commune simple,19040,2,19,75,241927201,CHAMPAGNAC LA PRUNE,163,COM,Champagnac-la-Prune,1.938171,45.189011,
COMMUNE__FRC000009752896,Commune simple,19209,2,19,75,200066645,SAINT HILAIRE LES COURBES,158,COM,Saint-Hilaire-les-Courbes,1.821339,45.598339,
COMMUNE__FRC000009753390,Commune simple,19051,3,19,75,241900133,CHAUMEIL,158,COM,Chaumeil,1.880162,45.455084,
COMMUNE__FRC000009754928,Commune simple,19217,1,19,75,200066769,SAINT JULIEN MAUMONT,157,COM,Saint-Julien-Maumont,1.708994,45.034492,
COMMUNE__FRC000009754515,Commune simple,19156,1,19,75,200066769,PALAZINGES,153,COM,Palazinges,1.697601,45.164626,
COMMUNE__FRC000009753379,Commune simple,19277,3,19,75,200066744,VALIERGUES,144,COM,Valiergues,2.282057,45.474689,
COMMUNE__FRC000009754508,Commune simple,19174,2,19,75,241927201,ROCHE CANILLAC,142,COM,La Roche-Canillac,1.962326,45.199139,
COMMUNE__FRC000009754926,Commune simple,19119,1,19,75,200066769,LOSTANGES,139,COM,Lostanges,1.774488,45.068289,
COMMUNE__FRC000009754504,Commune simple,19069,2,19,75,200066751,DARAZAC,138,COM,Darazac,2.081556,45.174399,
COMMUNE__FRC000009752617,Commune simple,19095,2,19,75,200066645,LACELLE,137,COM,Lacelle,1.832345,45.642769,
COMMUNE__FRC000009754509,Commune simple,19245,2,19,75,200066751,SAINT SYLVAIN,135,COM,Saint-Sylvain,1.887782,45.180709,
COMMUNE__FRC000009754076,Commune simple,19110,3,19,75,200066744,LATRONCHE,134,COM,Latronche,2.239304,45.307628,
COMMUNE__FRC000009752351,Commune simple,19083,3,19,75,200066744,FEYT,132,COM,Feyt,2.478524,45.684987,
COMMUNE__FRC000009754929,Commune simple,19184,1,19,75,200066769,SAINT BAZILE DE MEYSSAC,130,COM,Saint-Bazile-de-Meyssac,1.724137,45.054094,
COMMUNE__FRC000009752613,Commune simple,19226,3,19,75,200066744,SAINT MERD LES OUSSINES,129,COM,Saint-Merd-les-Oussines,2.032067,45.623155,
COMMUNE__FRC000009755114,Commune simple,19215,2,19,75,200066751,SAINT JULIEN LE PELERIN,129,COM,Saint-Julien-le-Pèlerin,2.064365,45.002579,
COMMUNE__FRC000009754940,Commune simple,19077,1,19,75,200043172,ESTIVALS,127,COM,Estivals,1.458251,45.030602,
COMMUNE__FRC000009753146,Commune simple,19165,2,19,75,200066645,PEYRISSAC,127,COM,Peyrissac,1.693789,45.505532,
COMMUNE__FRC000009754079,Commune simple,19097,3,19,75,241900133,LAFAGE SUR SOMBRE,124,COM,Lafage-sur-Sombre,2.076629,45.292479,
COMMUNE__FRC000009754714,Commune simple,19132,1,19,75,200066769,MENOIRE,118,COM,Ménoire,1.793202,45.10569,
COMMUNE__FRC000009753150,Commune simple,19104,2,19,75,241927243,LAMONGERIE,117,COM,Lamongerie,1.580586,45.540642,
COMMUNE__FRC000009753840,Commune simple,19046,3,19,75,241900133,CHAPELLE SPINASSE,115,COM,Chapelle-Spinasse,2.050913,45.358448,
COMMUNE__FRC000009753620,Commune simple,19020,2,19,75,241927201,BEAUMONT,114,COM,Beaumont,1.791349,45.423922,
COMMUNE__FRC000009753138,Commune simple,19027,2,19,75,200066645,BONNEFOND,113,COM,Bonnefond,1.986593,45.526539,
COMMUNE__FRC000009754086,Commune simple,19009,2,19,75,241927201,ANGLES SUR CORREZE,112,COM,Les Angles-sur-Corrèze,1.803356,45.310016,
COMMUNE__FRC000009753145,Commune simple,19172,2,19,75,200066645,RILHAC TREIGNAC,110,COM,Rilhac-Treignac,1.690336,45.526955,
COMMUNE__FRC000009753140,Commune simple,19087,2,19,75,200066645,GOURDON MURAT,108,COM,Gourdon-Murat,1.899752,45.547137,
COMMUNE__FRC000009753143,Commune simple,19112,2,19,75,200066645,LESTARDS,106,COM,Lestards,1.863909,45.542014,
COMMUNE__FRC000009754925,Commune simple,19212,2,19,75,200066751,SAINT HILAIRE TAURIEUX,103,COM,Saint-Hilaire-Taurieux,1.83278,45.083078,
COMMUNE__FRC000009753374,Commune simple,19142,3,19,75,200066744,MONESTIER PORT DIEU,103,COM,Monestier-Port-Dieu,2.489494,45.496854,
COMMUNE__FRC000009753400,Commune simple,19198,1,19,75,248700189,SAINT ELOY LES TUILERIES,102,COM,Saint-Éloy-les-Tuileries,1.278136,45.454803,
COMMUNE__FRC000009754283,Commune simple,19111,3,19,75,241900133,LAVAL SUR LUZEGE,99,COM,Laval-sur-Luzège,2.142397,45.254241,
COMMUNE__FRC000009752889,Commune simple,19006,3,19,75,200066744,ALLEYRAT,98,COM,Alleyrat,2.218803,45.563907,
COMMUNE__FRC000009753130,Commune simple,19266,3,19,75,200066744,THALAMY,97,COM,Thalamy,2.458924,45.506728,
COMMUNE__FRC000009753610,Commune simple,19175,3,19,75,200066744,ROCHE LE PEYROUX,96,COM,Roche-le-Peyroux,2.379773,45.428011,
COMMUNE__FRC000009754287,Commune simple,19090,2,19,75,241927201,GUMOND,95,COM,Gumond,1.961752,45.219954,
COMMUNE__FRC000009752894,Commune simple,19284,2,19,75,200066645,VIAM,93,COM,Viam,1.886398,45.617456,
COMMUNE__FRC000009753380,Commune simple,19200,3,19,75,200066744,SAINT ETIENNE LA GENESTE,93,COM,Saint-Étienne-la-Geneste,2.348758,45.450526,
COMMUNE__FRC000009753624,Commune simple,19166,2,19,75,241927201,PIERREFITTE,91,COM,Pierrefitte,1.649853,45.428177,
COMMUNE__FRC000009755119,Commune simple,19017,2,19,75,200066751,BASSIGNAC LE BAS,91,COM,Bassignac-le-Bas,1.868945,45.024985,
COMMUNE__FRC000009753139,Commune simple,19168,2,19,75,200066645,PRADINES,91,COM,Pradines,1.908536,45.511021,
COMMUNE__FRC000009753386,Commune simple,19159,3,19,75,241900133,PERET BEL AIR,91,COM,Péret-Bel-Air,2.025992,45.472895,
COMMUNE__FRC000009754919,Commune simple,19205,2,19,75,200066751,SAINT GENIEZ O MERLE,90,COM,Saint-Geniez-ô-Merle,2.059212,45.082127,
COMMUNE__FRC000009752612,Commune simple,19021,3,19,75,200066744,BELLECHASSAGNE,89,COM,Bellechassagne,2.221915,45.648845,
COMMUNE__FRC000009752887,Commune simple,19206,3,19,75,200066744,SAINT GERMAIN LAVOLPS,87,COM,Saint-Germain-Lavolps,2.212802,45.607423,
COMMUNE__FRC000009754709,Commune simple,19221,2,19,75,200066751,SAINT MARTIAL ENTRAYGUES,84,COM,Saint-Martial-Entraygues,1.968818,45.12721,
COMMUNE__FRC000009752890,Commune simple,19244,3,19,75,200066744,SAINT SULPICE LES BOIS,84,COM,Saint-Sulpice-les-Bois,2.140766,45.613821,
COMMUNE__FRC000009754080,Commune simple,19092,3,19,75,241900133,JARDIN,81,COM,Le Jardin,2.049828,45.32098,
COMMUNE__FRC000009752614,Commune simple,19139,3,19,75,200066744,MILLEVACHES,81,COM,Millevaches,2.088929,45.646139,
COMMUNE__FRC000009752884,Commune simple,19232,3,19,75,200066744,SAINT PARDOUX LE NEUF,76,COM,Saint-Pardoux-le-Neuf,2.331641,45.612338,
COMMUNE__FRC000009752610,Commune simple,19064,3,19,75,200066744,COUFFY SUR SARSONNE,76,COM,Couffy-sur-Sarsonne,2.343857,45.671477,
COMMUNE__FRC000009753376,Commune simple,19283,3,19,75,200066744,VEYRIERES,73,COM,Veyrières,2.395863,45.489216,
COMMUNE__FRC000009753836,Commune simple,19210,3,19,75,200066744,SAINT HILAIRE LUC,70,COM,Saint-Hilaire-Luc,2.208068,45.345553,
COMMUNE__FRC000009753141,Commune simple,19281,2,19,75,200066645,VEIX,67,COM,Veix,1.838136,45.502081,
COMMUNE__FRC000009754075,Commune simple,19228,3,19,75,200066744,SAINT PANTALEON DE LAPLEAU,67,COM,Saint-Pantaléon-de-Lapleau,2.20244,45.32004,
COMMUNE__FRC000009752607,Commune simple,19103,3,19,75,200066744,LAMAZIERE HAUTE,67,COM,Lamazière-Haute,2.385734,45.675722,
COMMUNE__FRC000009752609,Commune simple,19065,3,19,75,200066744,COURTEIX,66,COM,Courteix,2.343017,45.646124,
COMMUNE__FRC000009752350,Commune simple,19108,3,19,75,200066744,LAROCHE PRES FEYT,63,COM,Laroche-près-Feyt,2.499345,45.706829,
COMMUNE__FRC000009753619,Commune simple,19137,3,19,75,241900133,MEYRIGNAC L EGLISE,62,COM,Meyrignac-l'Église,1.859259,45.403016,
COMMUNE__FRC000009753612,Commune simple,19219,3,19,75,200066744,SAINTE MARIE LAPANOUZE,59,COM,Sainte-Marie-Lapanouze,2.345087,45.433024,
COMMUNE__FRC000009752618,Commune simple,19074,2,19,75,200066645,EGLISE AUX BOIS,55,COM,L'Église-aux-Bois,1.79672,45.657955,
COMMUNE__FRC000009753389,Commune simple,19088,2,19,75,200066645,GRANDSAIGNE,52,COM,Grandsaigne,1.930108,45.487678,
COMMUNE__FRC000009752892,Commune simple,19052,3,19,75,200066744,CHAVANAC,51,COM,Chavanac,2.099124,45.619781,
COMMUNE__FRC000009754920,Commune simple,19189,2,19,75,200066751,SAINT BONNET LES TOURS DE MERLE,48,COM,Saint-Bonnet-les-Tours-de-Merle,2.053015,45.055169,
COMMUNE__FRC000009753131,Commune simple,19167,3,19,75,200066744,CONFOLENT PORT DIEU,40,COM,Confolent-Port-Dieu,2.498471,45.536097,
COMMUNE__FRC000009752616,Commune simple,19268,2,19,75,200066645,TOY VIAM,37,COM,Toy-Viam,1.930515,45.645379,
